sampleTimeStamp.seconds;sampleTimeStamp.microseconds;x_1;y_1;x_2;y_2;
1584543609;836327;50.777779;94.444443;560.666687;136.000000;
1584543609;936351;604.373535;149.938736;NaN;NaN;
1584543610;36535;221.653839;65.679489;562.777771;81.777779;
1584543610;142650;217.416672;70.535713;602.394531;124.945580;
1584543610;236240;217.500000;78.500000;409.250000;38.583332;
1584543610;336514;204.500000;82.500000;632.083313;56.815216;
1584543610;436196;175.742371;82.832672;410.500000;34.500000;
1584543610;536843;148.971436;95.097961;305.617279;44.691357;
1584543610;638469;112.785713;93.642860;301.121216;45.878788;
1584543610;736399;44.193954;124.117348;NaN;NaN;
1584543610;836378;252.125000;78.458336;NaN;NaN;
1584543610;936345;193.258423;88.273407;NaN;NaN;
1584543611;36135;104.666664;110.333336;260.123444;61.555557;
1584543611;138309;NaN;NaN;NaN;NaN;
1584543611;236360;132.500000;78.500000;563.599976;71.599998;
1584543611;336049;96.928574;77.773811;182.500000;56.500000;
1584543611;436259;56.500000;96.500000;578.500000;90.500000;
1584543611;537245;1.500000;112.500000;128.500000;70.500000;
1584543611;642414;104.478928;77.383141;630.735291;115.784317;
1584543611;738809;78.500000;80.500000;NaN;NaN;
1584543611;836445;33.375381;91.774467;NaN;NaN;
1584543611;935956;46.524273;70.909386;451.411346;73.035461;
1584543612;36423;8.500000;82.500000;465.000000;86.000000;
1584543612;138286;2.097166;77.404861;500.000000;98.966667;
1584543612;235802;546.666687;103.333336;NaN;NaN;
1584543612;335811;608.211304;134.309525;NaN;NaN;
1584543612;435952;0.333333;78.333336;NaN;NaN;
1584543612;539278;444.600006;85.933334;NaN;NaN;
1584543612;638563;490.619049;96.095238;NaN;NaN;
1584543612;736107;1.946502;87.353912;548.584961;102.901962;
1584543612;835893;7.141510;61.088051;623.290344;138.430115;
1584543612;936228;8.486667;67.622223;403.708344;69.875000;
1584543613;36198;7.418118;68.800232;438.916656;76.208336;
1584543613;137765;4.051613;70.277420;484.666656;95.333336;
1584543613;236147;2.331210;79.683655;544.821411;112.261902;
1584543613;336228;626.875000;139.608795;NaN;NaN;
1584543613;435615;NaN;NaN;NaN;NaN;
1584543613;536987;447.122559;86.147057;NaN;NaN;
1584543613;638647;1.410256;81.102562;503.482666;97.898666;
1584543613;735650;0.833333;85.833336;577.205750;109.638885;
1584543613;835514;NaN;NaN;NaN;NaN;
1584543613;935676;396.025635;70.666664;NaN;NaN;
1584543614;35478;434.508942;87.973213;NaN;NaN;
1584543614;137498;483.728302;101.948906;NaN;NaN;
1584543614;235969;553.502319;118.270546;NaN;NaN;
1584543614;335878;388.333344;79.555557;NaN;NaN;
1584543614;435684;440.148621;89.645432;NaN;NaN;
1584543614;536572;512.188232;109.132187;NaN;NaN;
1584543614;637577;611.447205;135.024719;375.968750;72.295135;
1584543614;735649;423.209137;81.996735;NaN;NaN;
1584543614;835899;482.390533;97.722549;NaN;NaN;
1584543614;935364;578.530640;125.607361;NaN;NaN;
1584543615;35709;422.533325;82.733330;NaN;NaN;
1584543615;137522;8.627402;105.928574;524.498535;101.672569;
1584543615;235309;13.020075;79.277710;627.864929;121.527054;
1584543615;335545;409.491882;73.199188;NaN;NaN;
1584543615;435456;434.774597;83.827866;NaN;NaN;
1584543615;535926;467.855377;102.307159;269.000000;66.500000;
1584543615;637446;515.498657;125.271660;274.769226;71.871796;
1584543615;735404;628.833679;158.603653;301.247955;79.800812;
1584543615;835267;351.810822;94.873871;NaN;NaN;
1584543615;935304;21.596491;53.403507;433.683228;112.523392;
1584543616;35319;566.047668;137.250397;NaN;NaN;
1584543616;137393;73.263222;86.734314;NaN;NaN;
1584543616;238022;137.784042;93.751175;571.606812;97.615387;
1584543616;335535;206.168610;106.374680;NaN;NaN;
1584543616;435093;273.010010;119.595993;360.047607;53.976189;
1584543616;535743;288.500000;126.500000;382.500000;60.500000;
1584543616;637001;388.321747;60.379711;NaN;NaN;
1584543616;735046;392.541656;70.875000;NaN;NaN;
1584543616;835079;407.333344;80.410255;NaN;NaN;
1584543616;935167;366.283325;85.388885;NaN;NaN;
1584543617;34946;314.500000;94.500000;NaN;NaN;
1584543617;136873;289.121216;97.121216;NaN;NaN;
1584543617;235421;274.936493;104.936508;298.023438;48.156250;
1584543617;335148;267.500000;111.500000;293.861328;50.514668;
1584543617;434877;260.392853;117.583336;289.649994;54.977779;
1584543617;535695;244.222229;130.444443;286.855713;56.771145;
1584543617;636797;227.500000;126.500000;285.275146;57.047619;
1584543617;734833;232.500000;130.500000;291.083344;58.988888;
1584543617;834985;251.347580;103.772079;301.760681;56.518520;
1584543617;934791;240.500000;120.500000;305.723816;51.720634;
1584543618;34746;232.500000;117.500000;303.379669;56.353672;
1584543618;136840;301.650482;59.779934;NaN;NaN;
1584543618;234706;297.239716;66.543381;NaN;NaN;
1584543618;334692;251.063568;78.840210;NaN;NaN;
1584543618;437432;184.166672;89.342010;214.985504;53.318840;
1584543618;536348;143.927536;101.464577;191.391541;50.034393;
1584543618;636732;113.121216;121.121216;169.774200;57.032257;
1584543618;734878;148.147430;60.224358;635.137268;130.352936;
1584543618;834572;109.500000;70.500000;NaN;NaN;
1584543618;934850;156.772720;77.863640;NaN;NaN;
1584543619;35132;234.762558;86.899544;NaN;NaN;
1584543619;136699;240.500000;88.500000;282.803925;52.941177;
1584543619;237285;224.500000;98.500000;280.215057;54.831543;
1584543619;334789;206.500000;130.500000;270.415009;56.470200;
1584543619;434498;263.609192;59.507389;NaN;NaN;
1584543619;535354;196.897430;73.897438;NaN;NaN;
1584543619;636857;142.014496;87.681160;NaN;NaN;
1584543619;734420;98.500000;102.500000;564.500000;74.500000;
1584543619;834393;55.215054;114.232971;593.952393;83.714287;
1584543619;935009;22.500000;120.500000;628.299316;106.530609;
1584543620;34717;481.899994;76.099998;NaN;NaN;
1584543620;136150;46.333332;147.666672;69.454109;75.426498;
1584543620;234725;9.843824;150.457901;84.500000;90.500000;
1584543620;334383;51.901760;89.813385;632.108704;100.304344;
1584543620;434269;8.500000;114.500000;NaN;NaN;
1584543620;535149;2.843972;121.489365;NaN;NaN;
1584543620;636147;74.000000;48.500000;NaN;NaN;
1584543620;734343;468.333344;82.333336;NaN;NaN;
1584543620;834371;506.666656;90.000000;NaN;NaN;
1584543620;934468;565.699158;97.487808;NaN;NaN;
1584543621;34392;634.594849;95.879311;NaN;NaN;
1584543621;136481;NaN;NaN;NaN;NaN;
1584543621;234401;NaN;NaN;NaN;NaN;
1584543621;334398;4.153543;114.707352;571.500000;91.500000;
1584543621;434337;597.500000;98.541664;NaN;NaN;
1584543621;534814;588.757568;103.484848;NaN;NaN;
1584543621;635919;567.507935;107.150795;NaN;NaN;
1584543621;734482;568.420532;112.876923;NaN;NaN;
1584543621;834044;619.878906;110.611916;353.000000;83.333336;
1584543621;933970;388.500000;88.690475;NaN;NaN;
1584543622;34210;423.658295;88.998322;NaN;NaN;
1584543622;139386;463.868469;93.995514;NaN;NaN;
1584543622;234467;514.545166;112.436134;NaN;NaN;
1584543622;334111;563.336304;122.455360;NaN;NaN;
1584543622;434218;627.161011;136.759476;357.000000;88.555557;
1584543622;534688;388.205139;93.641029;NaN;NaN;
1584543622;636439;424.500000;100.527779;NaN;NaN;
1584543622;733887;459.382355;106.794121;NaN;NaN;
1584543622;833946;501.061615;115.854340;NaN;NaN;
1584543622;934052;547.386475;125.265701;263.761902;74.000000;
1584543623;33781;606.270447;138.005707;288.212128;76.333336;
1584543623;136069;315.166656;79.166664;NaN;NaN;
1584543623;234327;344.863647;82.878784;NaN;NaN;
1584543623;333718;374.919189;88.090912;NaN;NaN;
1584543623;433694;408.612610;93.945946;NaN;NaN;
1584543623;534546;0.666667;65.866669;444.000000;100.333336;
1584543623;639240;19.065079;60.173016;497.523804;110.857140;
1584543623;735309;56.500000;64.500000;553.666687;122.703705;
1584543623;833909;72.009346;62.915890;631.500000;139.500000;
1584543623;933812;77.500000;72.500000;NaN;NaN;
1584543624;33535;51.787037;66.947090;NaN;NaN;
1584543624;136384;24.500000;78.500000;NaN;NaN;
1584543624;233578;13.200000;73.518112;86.777779;46.555557;
1584543624;334155;75.681160;48.014492;388.333344;67.333336;
1584543624;433774;397.000000;71.500000;NaN;NaN;
1584543624;534240;52.427673;52.433964;403.622223;77.955559;
1584543624;636060;45.083332;56.923611;420.125000;84.458336;
1584543624;734632;70.500000;62.020832;NaN;NaN;
1584543624;833861;87.462364;64.408600;NaN;NaN;
1584543624;933989;76.196968;70.015152;531.536133;105.805222;
1584543625;33517;54.004139;72.726707;554.693909;115.985580;
1584543625;135753;35.465687;72.280640;584.943787;129.783127;
1584543625;233279;13.942752;76.562325;112.500000;50.500000;
1584543625;333450;4.069445;82.279915;112.500000;52.500000;
1584543625;433229;NaN;NaN;NaN;NaN;
1584543625;533918;51.223064;82.964645;435.632172;84.500000;
1584543625;635504;64.222221;94.444443;477.945953;89.210213;
1584543625;733185;48.500000;88.500000;492.654022;94.645287;
1584543625;833191;33.321838;90.982239;188.271317;52.147285;
1584543625;933388;22.500000;110.500000;186.515152;52.242424;
1584543626;33156;182.500000;54.500000;572.312500;140.937500;
1584543626;135882;176.500000;55.500000;598.752197;138.828568;
1584543626;233423;170.020828;58.500000;635.859375;175.531250;
1584543626;333022;160.702637;56.717026;NaN;NaN;
1584543626;433006;149.158234;60.605484;NaN;NaN;
1584543626;533954;135.646805;64.907799;NaN;NaN;
1584543626;638860;120.054390;70.343094;467.666656;85.000000;
1584543626;733648;94.136360;84.818184;476.791656;90.625000;
1584543626;833130;71.811592;92.869568;488.267975;88.841827;
1584543626;932927;53.701012;93.064644;193.250000;54.583332;
1584543627;32924;20.040838;108.171082;182.466660;53.733334;
1584543627;135193;180.416672;55.250000;552.754272;114.694603;
1584543627;233844;182.500000;55.500000;610.643555;132.912704;
1584543627;332954;181.096497;53.706139;NaN;NaN;
1584543627;436016;180.712418;60.581699;NaN;NaN;
1584543627;533632;179.820648;63.101524;NaN;NaN;
1584543627;635004;178.321930;66.994301;535.187500;68.531250;
1584543627;732961;173.600388;83.489281;573.333313;82.380951;
1584543627;833004;167.197357;84.715431;269.500000;48.500000;
1584543627;932981;151.304108;93.768204;269.120697;51.028736;
1584543628;33035;118.666664;108.333336;268.480957;54.085712;
1584543628;134906;95.158470;120.575844;265.480011;58.506668;
1584543628;232821;40.500000;120.500000;261.486603;63.328468;
1584543628;332866;257.765106;66.010361;NaN;NaN;
1584543628;432725;249.098267;70.877823;586.500000;84.583336;
1584543628;533303;223.220261;79.176010;587.763062;80.867470;
1584543628;635046;171.995743;85.103546;256.955566;51.111111;
1584543628;732643;114.237183;100.251831;225.262817;48.282051;
1584543628;832895;71.194839;117.629097;210.808395;55.527557;
1584543628;933378;195.500000;61.500000;627.547363;131.247986;
1584543629;32711;177.783020;60.141510;NaN;NaN;
1584543629;134592;160.850342;55.450680;NaN;NaN;
1584543629;233006;140.069077;57.022522;NaN;NaN;
1584543629;332796;115.232323;62.551228;NaN;NaN;
1584543629;432744;87.632370;63.969315;NaN;NaN;
1584543629;533445;50.814995;72.118095;143.748856;43.488583;
1584543629;638755;6.428902;82.146820;490.387390;87.496620;
1584543629;735559;95.062332;53.566395;508.409363;102.390747;
1584543629;833271;57.515152;70.303032;533.219543;121.930840;
1584543629;932500;1.500000;57.500000;573.695923;153.128845;
1584543630;32571;636.500000;177.500000;NaN;NaN;
1584543630;134849;418.777771;109.555557;NaN;NaN;
1584543630;232996;434.005890;106.896751;NaN;NaN;
1584543630;332372;457.000000;114.500000;NaN;NaN;
1584543630;432802;475.274109;124.879753;NaN;NaN;
1584543630;533538;569.060547;170.946976;370.161987;87.454826;
1584543630;634568;419.122681;102.485107;NaN;NaN;
1584543630;732505;498.286835;128.190475;NaN;NaN;
1584543630;832548;376.799469;88.000000;NaN;NaN;
1584543630;932548;484.016907;104.429337;326.625000;76.569443;
1584543631;32775;536.230774;123.817345;341.396088;81.490196;
1584543631;134231;602.774048;151.916077;345.946167;91.111115;
1584543631;234864;388.149200;109.548149;230.430557;71.291664;
1584543631;332783;509.000000;148.500000;295.291138;84.278481;
1584543631;432349;578.458557;168.897781;313.043182;95.215866;
1584543631;532783;385.081360;116.955353;638.500000;67.500000;
1584543631;634049;521.970398;146.227951;309.292511;84.227890;
1584543631;732086;408.370483;96.770493;NaN;NaN;
1584543631;832034;482.291656;116.750000;304.446960;72.560608;
1584543631;932231;631.584290;151.560959;381.394745;86.535088;
1584543632;34485;499.873810;108.135803;NaN;NaN;
1584543632;136403;599.242615;130.515701;NaN;NaN;
1584543632;232423;45.625000;56.708332;NaN;NaN;
1584543632;332040;24.500000;62.500000;394.500000;92.000000;
1584543632;431918;0.500000;32.500000;405.971008;107.137680;
1584543632;532748;NaN;NaN;NaN;NaN;
1584543632;633643;519.349182;170.984131;NaN;NaN;
1584543632;731843;39.500000;85.095238;NaN;NaN;
1584543632;832027;81.259262;90.814812;NaN;NaN;
1584543632;931827;65.113068;96.437187;NaN;NaN;
1584543633;31785;29.776367;105.311111;522.777771;111.555557;
1584543633;133732;216.500000;40.500000;568.137939;118.731804;
1584543633;231759;212.500000;39.500000;624.763184;142.091232;
1584543633;331735;205.242432;42.696968;NaN;NaN;
1584543633;431893;198.000000;43.000000;NaN;NaN;
1584543633;532407;189.802475;44.395061;NaN;NaN;
1584543633;633448;181.675674;46.234234;NaN;NaN;
1584543633;731849;174.476196;51.238094;NaN;NaN;
1584543633;831647;165.277771;40.722221;NaN;NaN;
1584543633;931616;159.098038;59.676472;NaN;NaN;
1584543634;31777;147.416672;63.825756;NaN;NaN;
1584543634;133426;132.329636;64.737038;NaN;NaN;
1584543634;231692;114.840744;69.285187;NaN;NaN;
1584543634;334412;93.784088;73.886360;NaN;NaN;
1584543634;432007;72.500000;86.500000;520.224731;84.775253;
1584543634;532360;29.035715;94.020676;552.534668;98.552254;
1584543634;633613;71.282051;58.859959;596.400085;114.603882;
1584543634;731566;45.790825;68.288795;404.812500;67.687500;
1584543634;831597;10.359591;74.482857;410.444458;76.222221;
1584543634;931626;418.658447;77.403290;NaN;NaN;
1584543635;31482;429.210693;89.067360;NaN;NaN;
1584543635;133272;445.727356;103.022064;NaN;NaN;
1584543635;231932;473.562866;122.093735;NaN;NaN;
1584543635;331395;538.197327;151.032303;NaN;NaN;
1584543635;431382;363.683319;103.550003;NaN;NaN;
1584543635;532384;409.825073;112.255318;NaN;NaN;
1584543635;633289;NaN;NaN;NaN;NaN;
1584543635;731450;614.679504;149.846161;NaN;NaN;
1584543635;831440;NaN;NaN;NaN;NaN;
1584543635;932252;NaN;NaN;NaN;NaN;
1584543636;31275;531.333313;129.666672;NaN;NaN;
1584543636;134298;NaN;NaN;NaN;NaN;
1584543636;231402;NaN;NaN;NaN;NaN;
1584543636;331176;NaN;NaN;NaN;NaN;
1584543636;431526;635.674988;155.883331;NaN;NaN;
1584543636;531844;NaN;NaN;NaN;NaN;
1584543636;633566;NaN;NaN;NaN;NaN;
1584543636;731313;627.322937;153.135422;NaN;NaN;
1584543636;831568;NaN;NaN;NaN;NaN;
1584543636;931161;NaN;NaN;NaN;NaN;
1584543637;31312;18.333334;64.333336;541.964478;122.837563;
1584543637;133200;595.759460;149.175262;NaN;NaN;
1584543637;233661;NaN;NaN;NaN;NaN;
1584543637;333965;NaN;NaN;NaN;NaN;
1584543637;431416;NaN;NaN;NaN;NaN;
1584543637;532318;NaN;NaN;NaN;NaN;
1584543637;633264;392.958344;99.500000;NaN;NaN;
1584543637;730858;112.500000;57.500000;457.166656;111.333336;
1584543637;831256;129.878784;61.121212;541.900024;155.600006;
1584543637;931246;144.725006;65.500000;484.661560;91.069725;
1584543638;30862;162.500000;72.500000;552.446533;110.722565;
1584543638;133296;173.308334;80.308334;634.765869;131.546051;
1584543638;231139;181.718521;86.933334;NaN;NaN;
1584543638;331245;172.540451;92.233009;349.857147;63.549450;
1584543638;430929;161.500000;110.500000;353.121216;69.121216;
1584543638;531984;100.273857;120.299461;344.564117;69.019234;
1584543638;633024;298.165314;75.070457;NaN;NaN;
1584543638;730739;241.126038;81.582092;NaN;NaN;
1584543638;830767;161.223923;91.879135;NaN;NaN;
1584543638;930556;58.566799;101.754547;245.500000;62.500000;
1584543639;30588;604.648132;63.740742;NaN;NaN;
1584543639;133190;124.707603;81.567253;592.717957;72.897438;
1584543639;230698;69.096184;95.320068;614.166687;96.194443;
1584543639;330745;2.791667;115.162498;180.242432;66.484848;
1584543639;430864;138.198196;71.585587;NaN;NaN;
1584543639;534878;83.755554;86.488892;NaN;NaN;
1584543639;638157;13.829674;93.687958;561.500000;90.500000;
1584543639;730586;115.166664;54.833332;573.590210;98.220184;
1584543639;830384;54.500000;80.500000;611.128967;122.220947;
1584543639;930389;2.424242;88.200340;NaN;NaN;
1584543640;30532;18.646067;71.005615;NaN;NaN;
1584543640;132605;10.472222;75.083336;NaN;NaN;
1584543640;230302;1.290598;67.504272;506.998505;99.486610;
1584543640;330592;570.867737;120.045502;NaN;NaN;
1584543640;433437;388.755554;69.777779;NaN;NaN;
1584543640;530912;418.666656;69.185188;NaN;NaN;
1584543640;632628;458.000000;99.500000;NaN;NaN;
1584543640;730371;493.243195;106.929771;NaN;NaN;
1584543640;830315;565.425903;148.922226;NaN;NaN;
1584543640;930504;NaN;NaN;NaN;NaN;
1584543641;30436;388.666656;92.000000;NaN;NaN;
1584543641;132278;458.333344;109.952377;NaN;NaN;
1584543641;233681;560.500000;138.500000;NaN;NaN;
1584543641;330267;NaN;NaN;NaN;NaN;
1584543641;430089;NaN;NaN;NaN;NaN;
1584543641;530913;4.204301;70.500000;536.170837;105.192871;
1584543641;632149;635.214478;123.928284;NaN;NaN;
1584543641;730423;2.306233;96.937668;401.500000;73.000000;
1584543641;830373;1.563218;70.172417;441.189240;83.246529;
1584543641;930054;0.773810;84.142860;491.947113;98.283653;
1584543642;30003;2.207407;64.357407;558.126953;114.010811;
1584543642;132297;2.724359;66.388458;411.825409;82.444443;
1584543642;229960;2.446839;72.948273;453.076660;87.836006;
1584543642;330074;510.051270;98.991081;NaN;NaN;
1584543642;430461;22.500000;70.500000;582.095398;114.733444;
1584543642;530581;423.288879;71.155556;NaN;NaN;
1584543642;631993;465.897858;83.629036;NaN;NaN;
1584543642;730116;26.435898;77.829063;516.676819;96.097176;
1584543642;829860;29.631039;83.509659;584.505737;109.105911;
1584543642;929813;30.285587;92.506630;NaN;NaN;
1584543643;29974;24.523777;105.209557;455.660187;83.647247;
1584543643;131918;12.638407;108.086258;514.069336;95.234322;
1584543643;229752;5.249123;143.718246;587.122620;108.788727;
1584543643;329983;395.583344;72.285713;NaN;NaN;
1584543643;432318;3.050193;99.544403;436.347961;77.333336;
1584543643;533544;480.742676;89.627998;NaN;NaN;
1584543643;632153;541.414673;102.820885;NaN;NaN;
1584543643;729724;0.500000;46.500000;618.215881;123.162292;
1584543643;829682;375.879639;76.500000;NaN;NaN;
1584543643;929865;1.997942;66.699585;410.604401;85.871796;
1584543644;29735;20.500000;78.500000;464.879303;100.070404;
1584543644;131643;34.829578;75.439941;539.871765;112.651299;
1584543644;229741;57.757141;80.042175;636.985535;141.243958;
1584543644;329598;80.087723;85.914619;NaN;NaN;
1584543644;429702;98.422493;92.719704;523.196106;90.098038;
1584543644;530485;108.176933;106.979462;196.500000;56.500000;
1584543644;631507;115.761475;122.111473;224.500000;56.500000;
1584543644;729454;111.144058;147.683136;249.820511;56.923077;
1584543644;829700;64.759689;154.759689;255.285721;59.089638;
1584543644;929480;218.333328;68.333336;272.666656;34.666668;
1584543645;29713;170.225067;77.789177;524.468079;75.780144;
1584543645;131729;140.292847;87.574898;230.472229;34.444443;
1584543645;229343;103.222221;108.448029;570.730347;94.139931;
1584543645;329390;69.000000;120.500000;181.923080;54.974358;
1584543645;429788;159.547256;59.223881;637.805908;135.248947;
1584543645;530106;151.658432;63.658436;NaN;NaN;
1584543645;631409;195.908859;62.755207;NaN;NaN;
1584543645;729857;190.170685;73.248993;521.621765;70.134613;
1584543645;829252;169.199997;89.699997;234.523804;41.761906;
1584543645;929239;152.558823;101.764709;228.500000;49.500000;
1584543646;29534;134.500000;112.500000;628.950500;104.321838;
1584543646;131588;61.681160;138.014496;213.500000;45.500000;
1584543646;229352;16.777779;166.555557;205.333328;60.333332;
1584543646;329618;192.294662;71.020256;519.650818;67.793648;
1584543646;429974;178.402039;75.196846;224.483337;43.849998;
1584543646;529859;155.500000;98.500000;571.000000;90.333336;
1584543646;631417;141.500000;106.500000;609.288147;93.615822;
1584543646;729403;85.156586;124.634109;200.500000;56.500000;
1584543646;829037;25.451141;144.133942;184.500000;53.500000;
1584543646;929207;166.500000;58.500000;NaN;NaN;
1584543647;29279;151.500000;65.500000;NaN;NaN;
1584543647;132037;132.684937;73.958900;519.500000;65.500000;
1584543647;229239;109.121216;87.606064;NaN;NaN;
1584543647;328973;81.500000;102.500000;NaN;NaN;
1584543647;428936;86.777779;112.555557;635.320435;103.540054;
1584543647;529883;54.291668;123.375000;488.000000;76.500000;
1584543647;630903;6.500000;146.500000;40.861637;79.062897;
1584543647;729198;22.500000;88.500000;541.148132;90.000000;
1584543647;832562;583.761902;96.843315;NaN;NaN;
1584543647;929190;NaN;NaN;NaN;NaN;
1584543648;29252;459.621216;81.318184;NaN;NaN;
1584543648;130894;509.916351;93.928482;NaN;NaN;
1584543648;228812;590.691406;113.370132;363.250000;81.750000;
1584543648;328775;405.500000;93.904762;NaN;NaN;
1584543648;429191;463.435211;103.370918;249.500000;79.500000;
1584543648;529394;543.388550;139.019730;278.984131;89.373016;
1584543648;634094;309.095825;95.324997;NaN;NaN;
1584543648;730295;343.784637;113.326653;135.761902;89.476189;
1584543648;828958;400.185181;123.740738;NaN;NaN;
1584543648;928685;170.444443;122.222221;NaN;NaN;
1584543649;29160;231.219696;120.000000;10.333333;85.666664;
1584543649;131401;89.333336;90.685188;NaN;NaN;
1584543649;228869;172.583328;98.625000;NaN;NaN;
1584543649;328834;252.740738;112.518517;NaN;NaN;
1584543649;431377;NaN;NaN;NaN;NaN;
1584543649;532735;39.200001;70.116669;523.777771;187.555557;
1584543649;631260;124.500000;70.500000;NaN;NaN;
1584543649;728728;203.054428;70.598640;NaN;NaN;
1584543649;828510;210.222229;86.444443;302.523804;46.380951;
1584543649;928639;122.002670;95.533333;618.602844;95.361702;
1584543650;28483;52.726578;109.965637;226.956284;56.557377;
1584543650;130578;204.169312;62.433861;NaN;NaN;
1584543650;228577;176.044022;69.015724;NaN;NaN;
1584543650;328409;142.974808;75.937775;471.254913;82.450981;
1584543650;428364;89.500000;88.500000;478.611115;87.956787;
1584543650;529168;56.735153;86.010704;192.380951;49.666668;
1584543650;630413;2.208113;102.994705;174.500000;52.500000;
1584543650;728324;154.456345;51.888889;565.500000;158.500000;
1584543650;828440;128.388474;58.095238;NaN;NaN;
1584543650;928248;92.282784;63.624317;NaN;NaN;
1584543651;28228;44.166668;72.606773;NaN;NaN;
1584543651;130476;408.333344;99.333336;NaN;NaN;
1584543651;228199;408.847443;99.593994;NaN;NaN;
1584543651;328216;57.243591;52.576923;413.472717;112.813683;
1584543651;428385;19.360308;55.876686;431.369843;121.628975;
1584543651;528960;86.985504;43.681160;NaN;NaN;
1584543651;630325;2.725877;73.679825;126.500000;48.500000;
1584543651;728291;74.753258;76.867783;NaN;NaN;
1584543651;828049;93.744820;84.043419;556.952393;115.904762;
